task_clock,context_switches,cpu_migrations,page_faults,time_elapsed,iteration,threads
22195.73,118.0,1.0,52,22.19692,1,1
22353.42,279.0,2.0,51,22.3583,2,1
22189.19,127.0,2.0,52,22.19044,3,1
22189.96,122.0,2.0,52,22.19092,4,1
22195.29,138.0,1.0,51,22.1964,5,1
22188.78,132.0,2.0,51,22.18992,6,1
22191.07,138.0,1.0,52,22.19306,7,1
22195.77,133.0,1.0,51,22.19828,8,1
